Feature,Mean_SHAP,Std_SHAP,Max_SHAP,Min_SHAP,Abs_Mean_SHAP,Positive_Count,Negative_Count,Zero_Count,Mean_Original_Value,Std_Original_Value,Correlation_SHAP_Original
Weather - Rain,0.034088316252639556,0.332509941254134,0.6321918765742156,-0.4212309946841747,0.2898034446882774,93,89,0,-0.16216989382248823,0.6960487882621574,0.060896355389345624
CP Any Air Bags Deployed?,-0.10097993935495786,0.2747821950695666,0.5992759189270788,-0.28730888947174327,0.2735229828356517,44,138,0,-0.6293644021078382,1.0898262771091667,0.2930192789430984
Make,0.05396215966600251,0.25855050303975596,0.2174838556235859,-0.35484208022795594,0.25672906265340595,130,52,0,-0.44142086303819755,0.8363316547479372,-0.042110739036219126
SV Contact Area - Front Right,0.09448355347421228,0.21558978626370146,0.5907163962912472,-0.6439861746990054,0.2030832888921957,154,28,0,-0.04111677132395007,0.9683513624294657,-0.1454774524662485
Weather - Severe Wind,-0.0659203650702849,0.20816508602545306,0.2280931354838494,-0.3493578404246302,0.1676405754418555,114,68,0,0.0,0.0,
Weather - Fog/Smoke,0.06502259711282984,0.20533009043804595,0.3445999439159486,-0.2249867402426441,0.1653574822453819,68,114,0,0.0,0.0,
SV Pre-Crash Movement,0.061984719539782344,0.19573699965867947,0.32850011881239055,-0.21447528418329628,0.1576319251444072,68,114,0,-0.045421400695507624,1.028018686064379,-0.13584473166850708
Weather - Clear,-0.01680806128812757,0.1639519954605685,0.20769803714087276,-0.31171735584015536,0.14289453382590808,89,93,0,0.22144333083352621,0.924557460160763,-0.1310278160763354
Weather - Cloudy,-0.01678295862631524,0.16370713488890865,0.20738784231851592,-0.31125180926517837,0.14268112235054672,89,93,0,-0.06497603150793688,0.9120016122276569,-0.22285966388737985
SV Contact Area - Front Left,0.06598999080683077,0.1505740151641442,0.41257306829958423,-0.4497781908648497,0.1418391230456278,154,28,0,-0.0372481010648232,0.9712108310568273,-0.31233055598197695
SV Contact Area - Right,0.05985190289094549,0.13656830715259394,0.3741974035360843,-0.4079418753203037,0.12864589485266353,154,28,0,0.014707457567809733,1.022690486154766,-0.004359141811090158
SV Was Vehicle Towed?,-0.06380489259377847,0.1715185284778992,0.7937877497957176,-0.09810859828935835,0.1248654887319106,7,175,0,-0.4387067641752587,1.129780756558501,-0.07175353405644981
SV Contact Area - Front,-0.003933379192760027,0.1265841807794023,0.15435223330399517,-0.24483457696495786,0.11699244208651621,102,80,0,-0.23436541666409866,0.8032805973144711,0.1118011307938031
Crash With,-0.0034220457941528163,0.11012842703794244,0.13428667436088107,-0.21300644898622514,0.10178359999634422,102,80,0,0.012368718772995422,0.9796086309140943,-0.11550540829536607
SV Precrash Speed (MPH),-0.0018796339644934633,0.06049046224643038,0.07375991126094025,-0.1169984799311466,0.055906882341680834,102,80,0,-0.21330347736410743,0.9242086042997615,0.17043294720505978
Roadway Type,-0.028250616530279823,0.046972547207822984,0.019010688854356077,-0.13681462962397242,0.03723368928563489,43,139,0,0.12728989170125768,0.9349902212010449,0.01080124928789115
Weather - Snow,0.0035058323907474582,0.03419717517447087,0.0650181352940741,-0.043321742681737746,0.02980500109798413,93,89,0,-0.21867508304859218,5.551115123125783e-17,-1.0591372229425354e-17
SV Were All Passengers Belted?,-0.0007160557314024664,0.0019484995428178905,0.004249506973170371,-0.0020373271988801084,0.0019395703818092136,44,138,0,-0.0741716015880583,1.5265188918977783,0.02238466606266848
