Driver / Operator Type,Incident Time (24:00),Lighting,Roadway Type,Posted Speed Limit (MPH),State,Weather - Clear,Weather - Rain,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Severe Wind,Roadway Surface,Roadway Description,SV Pre-Crash Movement,CP Pre-Crash Movement,SV Precrash Speed (MPH),Crash With,SV Contact Area - Front,SV Contact Area - Rear,SV Contact Area - Left,SV Contact Area - Right,SV Contact Area - Front Left,SV Contact Area - Front Right,SV Contact Area - Rear Left,SV Contact Area - Rear Right,SV Were All Passengers Belted?,CP Any Air Bags Deployed?,SV Any Air Bags Deployed?,Automation System Engaged?,ADS Equipped?,Make,Model Year,Mileage,CP Was Vehicle Towed?,SV Was Vehicle Towed?
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05779449018716167,0.03629883886285245,0.0,-0.01992194238949725,-0.03423511697946618,0.032800389694501275,0.022285068182659223,0.0,0.020490790787191213,-0.008926766115822576,-0.0486617394862919,0.04847159528201507,-0.010582857585420984,0.0,0.0,0.0,0.0,-0.002707499881006909,0.011649225561390837,0.0,0.0,-0.04095681928162587,-0.001795416995221766,-0.03348384566259043,-0.04727626586760578,-0.023193548946810968,0.100078041125543,0.0,0.0
0.0,0.026827293826917224,0.0,-0.029536633419579687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007533110755967038,0.010922968693686697,0.030820160486774287,-0.032219647084546686,-0.025680237055385562,0.00985542092522033,0.015530830367123159,0.0,0.0,0.0,0.0,0.0,0.0,0.029973052160646566,-0.023804443712956924,0.005285571792724752,0.0
-0.03917936252805272,-0.008014541596971375,0.0,0.037892114967423035,-0.0027642782789486556,0.00795214175993579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006650645577698082,0.0,0.0,0.0,0.0,-0.004634194107906201,0.0,0.0,0.0,-0.0026967535704197536,-0.004350104652243014,0.0,0.0,0.0,-0.002393271999484255,0.0,0.0,0.0,0.0,-0.0019324079627543803,0.0
0.0,0.0,0.0,0.0,0.0,0.023391240221875297,0.04046949379372448,0.0,-0.07334062265849377,0.0,0.0,0.0,0.0,0.0,0.0,0.011696108692940906,0.0118980407760801,-0.007944689394201952,0.0,-0.0017710618406001986,0.0,0.0,0.0,0.0,-0.0014909200625545307,0.0,0.0,0.0,0.0,-0.002453787052935127,0.0,0.01635974740564855,0.0,0.0,-0.002773151988510071,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.016728618110747055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006946778715745196,0.0,-0.018860636543835466,0.0,-0.0017756624928038436,0.011161197869427356,0.026872224630251122,0.0,-0.04460890052419106,0.0,0.0058390613526780885,0.0,0.0,0.0,-0.0029808234966340486,0.0060327293897314595,0.015741444592147043,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.014052409534603265,0.027318904238601064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005945717014545937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026931215061270085,0.0,0.0,0.0,0.0,-0.0026212084601744006,0.0,0.015028787828867959,0.0,0.0,-0.001959175763797838,0.0
-0.028903290411517055,-0.037498483341205195,-0.038634679185692085,0.10689877209693517,-0.002992448395193439,0.0,0.0,0.0,0.0,0.0,0.007442656861625779,0.0,-0.03953476204163328,0.034589142945510326,0.0,0.0,0.0,-0.020602337730238826,0.0,0.0,0.0,0.0,0.0,0.0,-0.002594815924110965,0.0,-0.010751487674720393,0.0,0.0,0.0,-0.00598007357450584,-0.008017706964511493,0.0,0.0,0.0,-0.03385043164154588
0.0,0.0,0.0,0.0,0.0,0.0,-0.017538488857829593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006566277674623678,0.0,-0.0024683490308001024,0.0,0.0,0.0,0.0,-0.002214721089991433,0.012877574426941771,0.0,0.0,0.0,-0.003426274606111483,0.0,0.0,0.0,0.0,-0.0033030738991317197,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0431107902116804,0.008391542630476794,0.0,-0.009201725999132269,0.0,0.0,0.0,0.0,0.0,-0.006700619894792002,0.0,0.0,-0.0039551806977681445,0.0,0.0,0.0,0.0,-0.0030604772742497087,0.0,0.017617415643877712,0.0,0.0,0.0,0.0
-0.006557382768184957,-0.02017516883235814,0.0,0.016891564781461168,0.0,0.0,0.024098790925189316,0.0,0.0,0.0,0.0,0.019684985082697184,-0.03319465595893451,0.0,0.0,-0.0017691061906245625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034172677304424685,-0.0009606639875678224,0.0,0.0,0.0,-0.00293541955345782,0.0,0.0,0.0,0.0,0.0,0.0
-0.03487115753062169,-0.068501516912885,0.0,0.11522219571226677,-0.0023488500319486984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050139108155714075,0.06475879694496003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002720990530099654,-0.006452853619515253,0.0,-0.011205471977059766,0.033141466054841716,-0.0024761217824538486,0.0,0.0,0.0,0.0,0.0,0.0
